Name,Extension,EntryNumber,SequenceNumber,ParentEntryNumber,ParentSequenceNumber,ParentPath,UpdateSequenceNumber,UpdateTimestamp,UpdateReasons,FileAttributes,OffsetToData,SourceFile
gf.bob,.bob,254,1,53,1,,51264,2023-10-11 10:58:58.4927049,DataExtend|FileCreate|Close,Archive,51264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pd.txt,.txt,255,1,48,1,,51336,2023-10-11 10:58:58.4937048,FileCreate,Archive,51336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pd.txt,.txt,255,1,48,1,,51408,2023-10-11 10:58:58.4937048,DataExtend|FileCreate,Archive,51408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pd.txt,.txt,255,1,48,1,,51480,2023-10-11 10:58:58.4937048,DataExtend|FileCreate|Close,Archive,51480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ec.bob,.bob,256,1,40,6,,51552,2023-10-11 10:58:58.4947049,FileCreate,Archive,51552,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ec.bob,.bob,256,1,40,6,,51624,2023-10-11 10:58:58.4957042,DataExtend|FileCreate,Archive,51624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ec.bob,.bob,256,1,40,6,,51696,2023-10-11 10:58:58.4957042,DataExtend|FileCreate|Close,Archive,51696,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dy,,257,1,61,1,,51768,2023-10-11 10:58:58.4967048,FileCreate,Archive,51768,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dy,,257,1,61,1,,51832,2023-10-11 10:58:58.4967048,DataExtend|FileCreate,Archive,51832,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dy,,257,1,61,1,,51896,2023-10-11 10:58:58.4967048,DataExtend|FileCreate|Close,Archive,51896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zq.fest,.fest,258,1,5,5,,51960,2023-10-11 10:58:58.4977053,FileCreate,Archive,51960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zq.fest,.fest,258,1,5,5,,52040,2023-10-11 10:58:58.4977053,DataExtend|FileCreate,Archive,52040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
zq.fest,.fest,258,1,5,5,,52120,2023-10-11 10:58:58.4977053,DataExtend|FileCreate|Close,Archive,52120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.txt,.txt,259,1,48,1,,52200,2023-10-11 10:58:58.4987048,FileCreate,Archive,52200,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.txt,.txt,259,1,48,1,,52272,2023-10-11 10:58:58.4987048,DataExtend|FileCreate,Archive,52272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bk.txt,.txt,259,1,48,1,,52344,2023-10-11 10:58:58.4997048,DataExtend|FileCreate|Close,Archive,52344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cl.jul,.jul,260,1,61,1,,52416,2023-10-11 10:58:58.5007049,FileCreate,Archive,52416,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cl.jul,.jul,260,1,61,1,,52488,2023-10-11 10:58:58.5007049,DataExtend|FileCreate,Archive,52488,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
cl.jul,.jul,260,1,61,1,,52560,2023-10-11 10:58:58.5007049,DataExtend|FileCreate|Close,Archive,52560,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
nc.txt,.txt,261,1,44,1,,52632,2023-10-11 10:58:58.5017048,FileCreate,Archive,52632,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
nc.txt,.txt,261,1,44,1,,52704,2023-10-11 10:58:58.5017048,DataExtend|FileCreate,Archive,52704,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
nc.txt,.txt,261,1,44,1,,52776,2023-10-11 10:58:58.5017048,DataExtend|FileCreate|Close,Archive,52776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bc.fest,.fest,262,1,46,1,,52848,2023-10-11 10:58:58.5027050,FileCreate,Archive,52848,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bc.fest,.fest,262,1,46,1,,52928,2023-10-11 10:58:58.5027050,DataExtend|FileCreate,Archive,52928,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
bc.fest,.fest,262,1,46,1,,53008,2023-10-11 10:58:58.5027050,DataExtend|FileCreate|Close,Archive,53008,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hv,,263,1,5,5,,53088,2023-10-11 10:58:58.5037044,FileCreate,Archive,53088,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hv,,263,1,5,5,,53152,2023-10-11 10:58:58.5037044,DataExtend|FileCreate,Archive,53152,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hv,,263,1,5,5,,53248,2023-10-11 10:58:58.5047048,DataExtend|FileCreate|Close,Archive,53248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xr.jul,.jul,264,1,70,1,,53312,2023-10-11 10:58:58.5047048,FileCreate,Archive,53312,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xr.jul,.jul,264,1,70,1,,53384,2023-10-11 10:58:58.5057050,DataExtend|FileCreate,Archive,53384,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xr.jul,.jul,264,1,70,1,,53456,2023-10-11 10:58:58.5057050,DataExtend|FileCreate|Close,Archive,53456,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg.jul,.jul,265,1,40,6,,53528,2023-10-11 10:58:58.5067049,FileCreate,Archive,53528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg.jul,.jul,265,1,40,6,,53600,2023-10-11 10:58:58.5067049,DataExtend|FileCreate,Archive,53600,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg.jul,.jul,265,1,40,6,,53672,2023-10-11 10:58:58.5067049,DataExtend|FileCreate|Close,Archive,53672,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jt.txt,.txt,266,1,53,1,,53744,2023-10-11 10:58:58.5077051,FileCreate,Archive,53744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jt.txt,.txt,266,1,53,1,,53816,2023-10-11 10:58:58.5077051,DataExtend|FileCreate,Archive,53816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jt.txt,.txt,266,1,53,1,,53888,2023-10-11 10:58:58.5077051,DataExtend|FileCreate|Close,Archive,53888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mp.nisse,.nisse,267,1,67,1,,53960,2023-10-11 10:58:58.5087050,FileCreate,Archive,53960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mp.nisse,.nisse,267,1,67,1,,54040,2023-10-11 10:58:58.5087050,DataExtend|FileCreate,Archive,54040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mp.nisse,.nisse,267,1,67,1,,54120,2023-10-11 10:58:58.5097047,DataExtend|FileCreate|Close,Archive,54120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hp.bob,.bob,268,1,67,1,,54200,2023-10-11 10:58:58.5107040,FileCreate,Archive,54200,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hp.bob,.bob,268,1,67,1,,54272,2023-10-11 10:58:58.5107040,DataExtend|FileCreate,Archive,54272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hp.bob,.bob,268,1,67,1,,54344,2023-10-11 10:58:58.5107040,DataExtend|FileCreate|Close,Archive,54344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
t.txt,.txt,269,1,61,1,,54416,2023-10-11 10:58:58.5117050,FileCreate,Archive,54416,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
t.txt,.txt,269,1,61,1,,54488,2023-10-11 10:58:58.5117050,DataExtend|FileCreate,Archive,54488,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
t.txt,.txt,269,1,61,1,,54560,2023-10-11 10:58:58.5117050,DataExtend|FileCreate|Close,Archive,54560,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.txt,.txt,270,1,40,6,,54632,2023-10-11 10:58:58.5127046,FileCreate,Archive,54632,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.txt,.txt,270,1,40,6,,54704,2023-10-11 10:58:58.5127046,DataExtend|FileCreate,Archive,54704,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ja.txt,.txt,270,1,40,6,,54776,2023-10-11 10:58:58.5137047,DataExtend|FileCreate|Close,Archive,54776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ti,,271,1,67,1,,54848,2023-10-11 10:58:58.5137047,FileCreate,Archive,54848,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ti,,271,1,67,1,,54912,2023-10-11 10:58:58.5147046,DataExtend|FileCreate,Archive,54912,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ti,,271,1,67,1,,54976,2023-10-11 10:58:58.5147046,DataExtend|FileCreate|Close,Archive,54976,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
au.fest,.fest,272,1,67,1,,55040,2023-10-11 10:58:58.5157054,FileCreate,Archive,55040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
au.fest,.fest,272,1,67,1,,55120,2023-10-11 10:58:58.5157054,DataExtend|FileCreate,Archive,55120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
au.fest,.fest,272,1,67,1,,55200,2023-10-11 10:58:58.5157054,DataExtend|FileCreate|Close,Archive,55200,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tr.txt,.txt,273,1,67,1,,55280,2023-10-11 10:58:58.5167053,FileCreate,Archive,55280,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tr.txt,.txt,273,1,67,1,,55352,2023-10-11 10:58:58.5167053,DataExtend|FileCreate,Archive,55352,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
tr.txt,.txt,273,1,67,1,,55424,2023-10-11 10:58:58.5167053,DataExtend|FileCreate|Close,Archive,55424,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.fest,.fest,274,1,48,1,,55496,2023-10-11 10:58:58.5177047,FileCreate,Archive,55496,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.fest,.fest,274,1,48,1,,55576,2023-10-11 10:58:58.5177047,DataExtend|FileCreate,Archive,55576,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dk.fest,.fest,274,1,48,1,,55656,2023-10-11 10:58:58.5187048,DataExtend|FileCreate|Close,Archive,55656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ty.fest,.fest,275,1,70,1,,55736,2023-10-11 10:58:58.5187048,FileCreate,Archive,55736,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ty.fest,.fest,275,1,70,1,,55816,2023-10-11 10:58:58.5187048,DataExtend|FileCreate,Archive,55816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ty.fest,.fest,275,1,70,1,,55896,2023-10-11 10:58:58.5197049,DataExtend|FileCreate|Close,Archive,55896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
a.jul,.jul,276,1,46,1,,55976,2023-10-11 10:58:58.5207050,FileCreate,Archive,55976,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
a.jul,.jul,276,1,46,1,,56048,2023-10-11 10:58:58.5207050,DataExtend|FileCreate,Archive,56048,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
a.jul,.jul,276,1,46,1,,56120,2023-10-11 10:58:58.5207050,DataExtend|FileCreate|Close,Archive,56120,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by.fest,.fest,277,1,56,1,,56192,2023-10-11 10:58:58.5217049,FileCreate,Archive,56192,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by.fest,.fest,277,1,56,1,,56272,2023-10-11 10:58:58.5217049,DataExtend|FileCreate,Archive,56272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
by.fest,.fest,277,1,56,1,,56352,2023-10-11 10:58:58.5217049,DataExtend|FileCreate|Close,Archive,56352,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dc.jul,.jul,278,1,50,1,,56432,2023-10-11 10:58:58.5227049,FileCreate,Archive,56432,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dc.jul,.jul,278,1,50,1,,56504,2023-10-11 10:58:58.5227049,DataExtend|FileCreate,Archive,56504,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
dc.jul,.jul,278,1,50,1,,56576,2023-10-11 10:58:58.5237046,DataExtend|FileCreate|Close,Archive,56576,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ma,,279,1,50,1,,56648,2023-10-11 10:58:58.5237046,FileCreate,Archive,56648,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ma,,279,1,50,1,,56712,2023-10-11 10:58:58.5237046,DataExtend|FileCreate,Archive,56712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ma,,279,1,50,1,,56776,2023-10-11 10:58:58.5247049,DataExtend|FileCreate|Close,Archive,56776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
at.fest,.fest,280,1,67,1,,56840,2023-10-11 10:58:58.5247049,FileCreate,Archive,56840,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
at.fest,.fest,280,1,67,1,,56920,2023-10-11 10:58:58.5257046,DataExtend|FileCreate,Archive,56920,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
at.fest,.fest,280,1,67,1,,57000,2023-10-11 10:58:58.5257046,DataExtend|FileCreate|Close,Archive,57000,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
g.jul,.jul,281,1,46,1,,57080,2023-10-11 10:58:58.5267049,FileCreate,Archive,57080,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
g.jul,.jul,281,1,46,1,,57152,2023-10-11 10:58:58.5267049,DataExtend|FileCreate,Archive,57152,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
g.jul,.jul,281,1,46,1,,57224,2023-10-11 10:58:58.5267049,DataExtend|FileCreate|Close,Archive,57224,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wr,,282,1,48,1,,57344,2023-10-11 10:58:58.5277054,FileCreate,Archive,57344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wr,,282,1,48,1,,57408,2023-10-11 10:58:58.5277054,DataExtend|FileCreate,Archive,57408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
wr,,282,1,48,1,,57472,2023-10-11 10:58:58.5277054,DataExtend|FileCreate|Close,Archive,57472,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uh.txt,.txt,283,1,40,6,,57536,2023-10-11 10:58:58.5287050,FileCreate,Archive,57536,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uh.txt,.txt,283,1,40,6,,57608,2023-10-11 10:58:58.5287050,DataExtend|FileCreate,Archive,57608,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
uh.txt,.txt,283,1,40,6,,57680,2023-10-11 10:58:58.5297047,DataExtend|FileCreate|Close,Archive,57680,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ky.bob,.bob,284,1,5,5,,57752,2023-10-11 10:58:58.5297047,FileCreate,Archive,57752,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ky.bob,.bob,284,1,5,5,,57824,2023-10-11 10:58:58.5307045,DataExtend|FileCreate,Archive,57824,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ky.bob,.bob,284,1,5,5,,57896,2023-10-11 10:58:58.5307045,DataExtend|FileCreate|Close,Archive,57896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jf.nisse,.nisse,285,1,70,1,,57968,2023-10-11 10:58:58.5317052,FileCreate,Archive,57968,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jf.nisse,.nisse,285,1,70,1,,58048,2023-10-11 10:58:58.5317052,DataExtend|FileCreate,Archive,58048,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jf.nisse,.nisse,285,1,70,1,,58128,2023-10-11 10:58:58.5317052,DataExtend|FileCreate|Close,Archive,58128,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lf,,286,1,70,1,,58208,2023-10-11 10:58:58.5327059,FileCreate,Archive,58208,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lf,,286,1,70,1,,58272,2023-10-11 10:58:58.5327059,DataExtend|FileCreate,Archive,58272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
lf,,286,1,70,1,,58336,2023-10-11 10:58:58.5327059,DataExtend|FileCreate|Close,Archive,58336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.jul,.jul,287,1,46,1,,58400,2023-10-11 10:58:58.5337051,FileCreate,Archive,58400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.jul,.jul,287,1,46,1,,58472,2023-10-11 10:58:58.5337051,DataExtend|FileCreate,Archive,58472,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sf.jul,.jul,287,1,46,1,,58544,2023-10-11 10:58:58.5347047,DataExtend|FileCreate|Close,Archive,58544,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mh.nisse,.nisse,288,1,40,6,,58616,2023-10-11 10:58:58.5347047,FileCreate,Archive,58616,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mh.nisse,.nisse,288,1,40,6,,58696,2023-10-11 10:58:58.5347047,DataExtend|FileCreate,Archive,58696,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mh.nisse,.nisse,288,1,40,6,,58776,2023-10-11 10:58:58.5357048,DataExtend|FileCreate|Close,Archive,58776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mu.nisse,.nisse,289,1,61,1,,58856,2023-10-11 10:58:58.5357048,FileCreate,Archive,58856,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mu.nisse,.nisse,289,1,61,1,,58936,2023-10-11 10:58:58.5367044,DataExtend|FileCreate,Archive,58936,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
mu.nisse,.nisse,289,1,61,1,,59016,2023-10-11 10:58:58.5367044,DataExtend|FileCreate|Close,Archive,59016,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ww.fest,.fest,290,1,46,1,,59096,2023-10-11 10:58:58.5377048,FileCreate,Archive,59096,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ww.fest,.fest,290,1,46,1,,59176,2023-10-11 10:58:58.5377048,DataExtend|FileCreate,Archive,59176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ww.fest,.fest,290,1,46,1,,59256,2023-10-11 10:58:58.5377048,DataExtend|FileCreate|Close,Archive,59256,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jb.txt,.txt,291,1,48,1,,59336,2023-10-11 10:58:58.5387054,FileCreate,Archive,59336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jb.txt,.txt,291,1,48,1,,59408,2023-10-11 10:58:58.5387054,DataExtend|FileCreate,Archive,59408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
jb.txt,.txt,291,1,48,1,,59480,2023-10-11 10:58:58.5387054,DataExtend|FileCreate|Close,Archive,59480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg,,292,1,48,1,,59552,2023-10-11 10:58:58.5397043,FileCreate,Archive,59552,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg,,292,1,48,1,,59616,2023-10-11 10:58:58.5397043,DataExtend|FileCreate,Archive,59616,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
xg,,292,1,48,1,,59680,2023-10-11 10:58:58.5407048,DataExtend|FileCreate|Close,Archive,59680,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ps.txt,.txt,293,1,70,1,,59744,2023-10-11 10:58:58.5407048,FileCreate,Archive,59744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ps.txt,.txt,293,1,70,1,,59816,2023-10-11 10:58:58.5407048,DataExtend|FileCreate,Archive,59816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ps.txt,.txt,293,1,70,1,,59888,2023-10-11 10:58:58.5417046,DataExtend|FileCreate|Close,Archive,59888,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vr.jul,.jul,294,1,40,6,,59960,2023-10-11 10:58:58.5427049,FileCreate,Archive,59960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vr.jul,.jul,294,1,40,6,,60032,2023-10-11 10:58:58.5427049,DataExtend|FileCreate,Archive,60032,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
vr.jul,.jul,294,1,40,6,,60104,2023-10-11 10:58:58.5427049,DataExtend|FileCreate|Close,Archive,60104,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eu,,295,1,67,1,,60176,2023-10-11 10:58:58.5437048,FileCreate,Archive,60176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eu,,295,1,67,1,,60240,2023-10-11 10:58:58.5437048,DataExtend|FileCreate,Archive,60240,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eu,,295,1,67,1,,60304,2023-10-11 10:58:58.5437048,DataExtend|FileCreate|Close,Archive,60304,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eo.txt,.txt,296,1,48,1,,60368,2023-10-11 10:58:58.5447050,FileCreate,Archive,60368,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eo.txt,.txt,296,1,48,1,,60440,2023-10-11 10:58:58.5447050,DataExtend|FileCreate,Archive,60440,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
eo.txt,.txt,296,1,48,1,,60512,2023-10-11 10:58:58.5457045,DataExtend|FileCreate|Close,Archive,60512,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.jul,.jul,297,1,5,5,,60584,2023-10-11 10:58:58.5457045,FileCreate,Archive,60584,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.jul,.jul,297,1,5,5,,60656,2023-10-11 10:58:58.5457045,DataExtend|FileCreate,Archive,60656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.jul,.jul,297,1,5,5,,60728,2023-10-11 10:58:58.5467049,DataExtend|FileCreate|Close,Archive,60728,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ri.jul,.jul,298,1,67,1,,60800,2023-10-11 10:58:58.5477055,FileCreate,Archive,60800,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ri.jul,.jul,298,1,67,1,,60872,2023-10-11 10:58:58.5477055,DataExtend|FileCreate,Archive,60872,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ri.jul,.jul,298,1,67,1,,60944,2023-10-11 10:58:58.5477055,DataExtend|FileCreate|Close,Archive,60944,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hs.nisse,.nisse,299,1,67,1,,61016,2023-10-11 10:58:58.5487059,FileCreate,Archive,61016,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hs.nisse,.nisse,299,1,67,1,,61096,2023-10-11 10:58:58.5487059,DataExtend|FileCreate,Archive,61096,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hs.nisse,.nisse,299,1,67,1,,61176,2023-10-11 10:58:58.5487059,DataExtend|FileCreate|Close,Archive,61176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yc.nisse,.nisse,300,1,46,1,,61256,2023-10-11 10:58:58.5497046,FileCreate,Archive,61256,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yc.nisse,.nisse,300,1,46,1,,61336,2023-10-11 10:58:58.5497046,DataExtend|FileCreate,Archive,61336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yc.nisse,.nisse,300,1,46,1,,61440,2023-10-11 10:58:58.5507050,DataExtend|FileCreate|Close,Archive,61440,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ts.txt,.txt,301,1,70,1,,61520,2023-10-11 10:58:58.5507050,FileCreate,Archive,61520,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ts.txt,.txt,301,1,70,1,,61592,2023-10-11 10:58:58.5507050,DataExtend|FileCreate,Archive,61592,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ts.txt,.txt,301,1,70,1,,61664,2023-10-11 10:58:58.5517047,DataExtend|FileCreate|Close,Archive,61664,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.bob,.bob,302,1,50,1,,61736,2023-10-11 10:58:58.5527054,FileCreate,Archive,61736,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.bob,.bob,302,1,50,1,,61808,2023-10-11 10:58:58.5527054,DataExtend|FileCreate,Archive,61808,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
pe.bob,.bob,302,1,50,1,,61880,2023-10-11 10:58:58.5527054,DataExtend|FileCreate|Close,Archive,61880,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yi.bob,.bob,303,1,48,1,,61952,2023-10-11 10:58:58.5537047,FileCreate,Archive,61952,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yi.bob,.bob,303,1,48,1,,62024,2023-10-11 10:58:58.5537047,DataExtend|FileCreate,Archive,62024,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
yi.bob,.bob,303,1,48,1,,62096,2023-10-11 10:58:58.5537047,DataExtend|FileCreate|Close,Archive,62096,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ry.nisse,.nisse,304,1,56,1,,62168,2023-10-11 10:58:58.5547050,FileCreate,Archive,62168,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ry.nisse,.nisse,304,1,56,1,,62248,2023-10-11 10:58:58.5547050,DataExtend|FileCreate,Archive,62248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
ry.nisse,.nisse,304,1,56,1,,62328,2023-10-11 10:58:58.5547050,DataExtend|FileCreate|Close,Archive,62328,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qi.jul,.jul,305,1,53,1,,62408,2023-10-11 10:58:58.5557050,FileCreate,Archive,62408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qi.jul,.jul,305,1,53,1,,62480,2023-10-11 10:58:58.5557050,DataExtend|FileCreate,Archive,62480,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
qi.jul,.jul,305,1,53,1,,62552,2023-10-11 10:58:58.5567048,DataExtend|FileCreate|Close,Archive,62552,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
hc.fest,.fest,306,1,56,1,,62624,2023-10-11 10:58:58.5577046,FileCreate,Archive,62624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
